1	0.1	   0.999984742585743
1	0.2	   0.998878834943686
1	0.3	   0.996752366156718
1	0.4	   1.000675978342877
1	0.5	   0.997676337494227
1	0.6	   1.000037199076803
1	0.7	   0.998744306281240
1	0.8	   0.998400962880380
1	0.9	   1.001205548596478
1	1.0	   1.000286206574144
1	1.1	   1.002453151467840
1	1.2	   0.997601644639173
1	1.3	   1.003850138319658
1	1.4	   1.000615777473331
1	1.5	   1.000316947021891
1	1.6	   1.001198835494639
1	1.7	   1.003760004557407
1	1.8	   1.000611360331351
1	1.9	   1.000911649710545
1	2.0	   0.998615853411714
1	2.1	   1.002705871965001
1	2.2	   0.999908444398318
1	2.3	   0.997108287323139
1	2.4	   1.000500683633454
1	2.5	   1.001454957655690
1	2.6	   0.997522768554386
1	2.7	   0.999409195585806
1	2.8	   1.000183855076840
1	2.9	   0.996980899364347
1	3.0	   0.998608099876791
1	3.1	   1.001126887815333
1	3.2	   1.000624237868946
1	3.3	   0.997887406304154
1	3.4	   0.998882952334856
1	3.5	   1.000573122234881
1	3.6	   0.995663309527218
1	3.7	   0.998903216109459
1	3.8	   0.998755371139238
1	3.9	   0.997403092250453
1	4.0	   0.997622715463093
1	4.1	   0.999192421949551
1	4.2	   0.999161582756451
1	4.3	   0.997932447702322
1	4.4	   1.000737831958995
1	4.5	   0.998747377161701
1	4.6	   1.000716038483306
1	4.7	   1.001573568438159
1	4.8	   0.998823954373934
1	4.9	   0.996390297092887
1	5.0	   1.002725400443503
2	0.1	   2.405799062341945
2	0.2	   2.372495252955961
2	0.3	   2.296006196252538
2	0.4	   2.206945472186550
2	0.5	   2.101445466667921
2	0.6	   2.004500964844624
2	0.7	   1.907599608492053
2	0.8	   1.816844214941968
2	0.9	   1.741310311040610
2	1.0	   1.676651661920207
2	1.1	   1.618223877986914
2	1.2	   1.569569783659848
2	1.3	   1.524219100766501
2	1.4	   1.487185748153491
2	1.5	   1.449511635488237
2	1.6	   1.424012844761787
2	1.7	   1.397469100787452
2	1.8	   1.370766100046798
2	1.9	   1.353736690672252
2	2.0	   1.328261100969702
2	2.1	   1.311698027812169
2	2.2	   1.296995315285441
2	2.3	   1.279442440468164
2	2.4	   1.267603011252098
2	2.5	   1.259021785844773
2	2.6	   1.246758836442029
2	2.7	   1.231726825270205
2	2.8	   1.224960930568081
2	2.9	   1.214455419189601
2	3.0	   1.206168216272582
2	3.1	   1.200035219897164
2	3.2	   1.196214326132536
2	3.3	   1.188983768596922
2	3.4	   1.181418654025202
2	3.5	   1.174500216120002
2	3.6	   1.171585795785804
2	3.7	   1.165135495838766
2	3.8	   1.158683166140490
2	3.9	   1.154152184205543
2	4.0	   1.147555167071600
2	4.1	   1.147385461901555
2	4.2	   1.143989836968580
2	4.3	   1.138063936697798
2	4.4	   1.136801180642642
2	4.5	   1.133189509590336
2	4.6	   1.129269692028371
2	4.7	   1.126829752687619
2	4.8	   1.121335176719850
2	4.9	   1.115968172148964
2	5.0	   1.114095105900271
3	0.1	   3.829088837126158
3	0.2	   3.743530256234333
3	0.3	   3.571803443329403
3	0.4	   3.341665433822161
3	0.5	   3.083128646237427
3	0.6	   2.828510057346951
3	0.7	   2.593090935511204
3	0.8	   2.400696056591458
3	0.9	   2.234589361666285
3	1.0	   2.104245690575157
3	1.1	   1.988973621731100
3	1.2	   1.894192839186017
3	1.3	   1.817699382153108
3	1.4	   1.742029806752206
3	1.5	   1.681933185482579
3	1.6	   1.632793959185790
3	1.7	   1.586641894053496
3	1.8	   1.545657989948198
3	1.9	   1.504869148033483
3	2.0	   1.478863919060365
3	2.1	   1.452104075382632
3	2.2	   1.428944051543456
3	2.3	   1.404179212040010
3	2.4	   1.385039412471728
3	2.5	   1.365129498411220
3	2.6	   1.347012472675995
3	2.7	   1.331914407159670
3	2.8	   1.317056144400395
3	2.9	   1.305317878790106
3	3.0	   1.294862701115453
3	3.1	   1.280309652911042
3	3.2	   1.270301375222038
3	3.3	   1.260788909487471
3	3.4	   1.251954005174812
3	3.5	   1.243391832447209
3	3.6	   1.233417347619988
3	3.7	   1.226456623656412
3	3.8	   1.219382722548670
3	3.9	   1.210060826709253
3	4.0	   1.207488016673296
3	4.1	   1.199513681171752
3	4.2	   1.195610485607524
3	4.3	   1.187500959153765
3	4.4	   1.183416244846647
3	4.5	   1.180816259136194
3	4.6	   1.175684056429339
3	4.7	   1.171882624276217
3	4.8	   1.165716054180196
3	4.9	   1.161664402841360
3	5.0	   1.158245827034766
4	0.1	   5.265932624163886
4	0.2	   5.126909099706767
4	0.3	   4.855921362703161
4	0.4	   4.440847394466209
4	0.5	   3.978593565592901
4	0.6	   3.536123511109692
4	0.7	   3.159982364210379
4	0.8	   2.863885363533868
4	0.9	   2.613329767204107
4	1.0	   2.409897969401522
4	1.1	   2.250779924298947
4	1.2	   2.113335539700917
4	1.3	   2.001330691228869
4	1.4	   1.907594858845574
4	1.5	   1.830967507644683
4	1.6	   1.760369888774786
4	1.7	   1.700809696887427
4	1.8	   1.652854380310953
4	1.9	   1.605925150480865
4	2.0	   1.566901337905150
4	2.1	   1.531650821442958
4	2.2	   1.502276341829936
4	2.3	   1.473542384151790
4	2.4	   1.445693612601385
4	2.5	   1.425562765053321
4	2.6	   1.403526690122074
4	2.7	   1.384681288748864
4	2.8	   1.366131007994086
4	2.9	   1.350965919995593
4	3.0	   1.339134874172537
4	3.1	   1.323757238391672
4	3.2	   1.310902832454104
4	3.3	   1.299017142645211
4	3.4	   1.288028123303720
4	3.5	   1.280742465065657
4	3.6	   1.269273752484423
