1	0.6929956251133318
2	0.839815389339292
3	0.8920774880443304
4	0.9179944145849
5	0.9345408732441758
6	0.9441083109570234
7	0.9527834074861673
8	0.9590044596317056
9	0.9639489181417558
10	0.9664917165353513
11	0.9704375840786676
12	0.9724037361728448
13	0.9742408673176259
14	0.9763857601599457
15	0.9778152771433289
16	0.9792632701359985
17	0.9805042062761302
18	0.9816862250513471
19	0.9823967019351799
20	0.9833948411414668
21	0.9850416147617362
22	0.9846211850206681
23	0.9856824439012748
24	0.9860614923552561
25	0.986667285467112
26	0.9870961504403246
27	0.9877013684896216
28	0.9878402601103986
29	0.9888209170949398
30	0.9888289976110056
31	0.9888451819234878
32	0.9898294309232629
33	0.9896455298035386
34	0.990257526359168
35	0.9904665402384888
36	0.9907270247978892
37	0.9910990865735346
38	0.991200546640684
39	0.9912089617099915
40	0.9917014241322963
41	0.9915102423809342
42	0.9922643607916135
43	0.9921765359014127
44	0.9922701435416987
45	0.9927793704941192
46	0.9928823200406119
47	0.9931807681191782
48	0.9932848074900102
49	0.993524622447028
50	0.9933072028445957
51	0.9936523648287774
52	0.9934300499835066
53	0.9937150436143343
54	0.9936312608135536
55	0.9938139928573347
56	0.9939719769431026
57	0.9939593839939169
58	0.9941196144600957
59	0.9944170646520052
60	0.9944601160784211
61	0.9947193385163937
62	0.9945490559056152
63	0.9949296645613563
64	0.9948457284226248
65	0.9947824074432325
66	0.9950198456224859
67	0.9951035740703211
68	0.9952915831574369
69	0.9950869762296546
70	0.9953908596422367
71	0.9951925761228446
72	0.9953055251153873
73	0.9955920055751839
74	0.9954771340298201
75	0.9956379569045555
76	0.9955062185900053
77	0.9953626016642063
78	0.9956562454699132
79	0.9959640489538995
80	0.9959422625225136
81	0.995883699604869
82	0.9958898730842325
83	0.9960624985819091
84	0.9962549177476295
85	0.9962767368307321
86	0.9959571521430763
87	0.9961817954280624
88	0.9960104496163191
89	0.9964004993906261
90	0.9963072634446292
91	0.9963339602288451
92	0.9965488795748159
93	0.9965943155026056
94	0.9963827328878364
95	0.9962599758890898
96	0.9966289979077037
97	0.9968480313725112
98	0.9966231990802062
99	0.9965558728186048
100	0.9968660006923411
